,0,1
0,https://openalex.org/W2989857225,https://openalex.org/W2920908316
1,https://openalex.org/W3014501446,https://openalex.org/W2936450738
2,https://openalex.org/W3092026988,https://openalex.org/W2902237058
3,https://openalex.org/W3092026988,https://openalex.org/W2963255299
4,https://openalex.org/W3092026988,https://openalex.org/W2964930724
5,https://openalex.org/W3092026988,https://openalex.org/W2989857225
6,https://openalex.org/W3092026988,https://openalex.org/W2997258543
7,https://openalex.org/W3092026988,https://openalex.org/W3015000011
8,https://openalex.org/W3092026988,https://openalex.org/W3099909056
9,https://openalex.org/W3092026988,https://openalex.org/W3104693082
10,https://openalex.org/W2956733809,https://openalex.org/W2905314874
11,https://openalex.org/W2956733809,https://openalex.org/W2909942901
12,https://openalex.org/W2956733809,https://openalex.org/W2921149352
13,https://openalex.org/W2956733809,https://openalex.org/W2923427150
14,https://openalex.org/W2956733809,https://openalex.org/W2956733809
15,https://openalex.org/W3014468003,https://openalex.org/W3100968477
16,https://openalex.org/W2963255299,https://openalex.org/W2904668855
17,https://openalex.org/W2963255299,https://openalex.org/W2946882019
18,https://openalex.org/W2963255299,https://openalex.org/W2963255299
19,https://openalex.org/W3104693082,https://openalex.org/W3100968477
20,https://openalex.org/W3110648948,https://openalex.org/W2914828997
21,https://openalex.org/W3011282527,https://openalex.org/W2905216752
22,https://openalex.org/W3011282527,https://openalex.org/W2908893700
23,https://openalex.org/W3011282527,https://openalex.org/W2909984890
24,https://openalex.org/W3011282527,https://openalex.org/W2939407418
25,https://openalex.org/W3011282527,https://openalex.org/W2969940692
26,https://openalex.org/W3011282527,https://openalex.org/W2981746872
27,https://openalex.org/W3011282527,https://openalex.org/W2987824351
28,https://openalex.org/W3011282527,https://openalex.org/W2994738938
29,https://openalex.org/W2998910704,https://openalex.org/W2905314874
30,https://openalex.org/W2998910704,https://openalex.org/W2907976315
31,https://openalex.org/W2998910704,https://openalex.org/W2910150546
32,https://openalex.org/W2998910704,https://openalex.org/W2938103156
33,https://openalex.org/W2998910704,https://openalex.org/W2955549366
34,https://openalex.org/W2998910704,https://openalex.org/W2965947474
35,https://openalex.org/W2998910704,https://openalex.org/W2980681842
36,https://openalex.org/W2949265864,https://openalex.org/W3100968477
37,https://openalex.org/W3011495205,https://openalex.org/W2916328238
38,https://openalex.org/W3000372487,https://openalex.org/W2902237058
39,https://openalex.org/W3000372487,https://openalex.org/W2910299590
40,https://openalex.org/W3000372487,https://openalex.org/W2912583246
41,https://openalex.org/W3190884587,https://openalex.org/W2904668855
42,https://openalex.org/W3190884587,https://openalex.org/W2915831883
43,https://openalex.org/W3190884587,https://openalex.org/W2959903407
44,https://openalex.org/W3190884587,https://openalex.org/W2960548043
45,https://openalex.org/W3190884587,https://openalex.org/W3038687758
46,https://openalex.org/W3188169536,https://openalex.org/W2925299697
47,https://openalex.org/W3188169536,https://openalex.org/W3039558631
48,https://openalex.org/W3188169536,https://openalex.org/W3082058908
49,https://openalex.org/W3128493803,https://openalex.org/W2902269458
50,https://openalex.org/W3128493803,https://openalex.org/W2910150546
51,https://openalex.org/W3128493803,https://openalex.org/W2944607176
52,https://openalex.org/W3128493803,https://openalex.org/W2946287558
53,https://openalex.org/W3128493803,https://openalex.org/W2986594135
54,https://openalex.org/W3128493803,https://openalex.org/W2987739430
55,https://openalex.org/W3128493803,https://openalex.org/W3027878819
56,https://openalex.org/W3128493803,https://openalex.org/W3037030378
57,https://openalex.org/W4226546282,https://openalex.org/W2926423010
58,https://openalex.org/W4226546282,https://openalex.org/W2946287558
59,https://openalex.org/W4226546282,https://openalex.org/W3099909056
60,https://openalex.org/W4226546282,https://openalex.org/W3128150297
61,https://openalex.org/W4283366791,https://openalex.org/W2902237058
62,https://openalex.org/W4283366791,https://openalex.org/W2913334831
63,https://openalex.org/W4283366791,https://openalex.org/W2970655940
64,https://openalex.org/W4283366791,https://openalex.org/W3000372487
65,https://openalex.org/W4283366791,https://openalex.org/W3007657815
66,https://openalex.org/W4283366791,https://openalex.org/W3039558631
67,https://openalex.org/W4283366791,https://openalex.org/W3047493908
68,https://openalex.org/W4283366791,https://openalex.org/W3100982838
69,https://openalex.org/W4283366791,https://openalex.org/W3156327771
70,https://openalex.org/W4283366791,https://openalex.org/W3188169536
71,https://openalex.org/W4308149545,https://openalex.org/W2943796112
72,https://openalex.org/W4308149545,https://openalex.org/W2952179129
73,https://openalex.org/W4308149545,https://openalex.org/W2954683543
74,https://openalex.org/W4308149545,https://openalex.org/W2999802832
75,https://openalex.org/W4308149545,https://openalex.org/W3008006142
76,https://openalex.org/W4308149545,https://openalex.org/W3100968477
77,https://openalex.org/W4308149545,https://openalex.org/W3128950974
78,https://openalex.org/W4308149545,https://openalex.org/W3131715739
79,https://openalex.org/W4308149545,https://openalex.org/W3210106786
80,https://openalex.org/W4308149545,https://openalex.org/W4200571454
81,https://openalex.org/W4220957170,https://openalex.org/W2915831883
82,https://openalex.org/W4220957170,https://openalex.org/W2938656919
83,https://openalex.org/W4220957170,https://openalex.org/W3014501446
84,https://openalex.org/W4220957170,https://openalex.org/W3190884587
85,https://openalex.org/W4220957170,https://openalex.org/W3205724259
86,https://openalex.org/W3210947312,https://openalex.org/W2917321373
87,https://openalex.org/W3210947312,https://openalex.org/W2937370581
88,https://openalex.org/W3210947312,https://openalex.org/W2973345608
89,https://openalex.org/W3210947312,https://openalex.org/W3030121692
90,https://openalex.org/W3210947312,https://openalex.org/W3037645259
91,https://openalex.org/W3210947312,https://openalex.org/W3046506912
92,https://openalex.org/W3210947312,https://openalex.org/W3153787980
93,https://openalex.org/W3210947312,https://openalex.org/W3180492307
94,https://openalex.org/W4318066868,https://openalex.org/W2905250209
95,https://openalex.org/W4318066868,https://openalex.org/W2910234850
96,https://openalex.org/W4318066868,https://openalex.org/W2950514499
97,https://openalex.org/W4318066868,https://openalex.org/W2979433836
98,https://openalex.org/W4318066868,https://openalex.org/W3025332602
99,https://openalex.org/W4318066868,https://openalex.org/W3101029449
100,https://openalex.org/W4318066868,https://openalex.org/W4206620697
101,https://openalex.org/W4318066868,https://openalex.org/W4318066868
102,https://openalex.org/W4391479301,https://openalex.org/W2920829711
103,https://openalex.org/W4391479301,https://openalex.org/W3004180945
104,https://openalex.org/W4391479301,https://openalex.org/W3039843469
105,https://openalex.org/W4391479301,https://openalex.org/W3207575427
106,https://openalex.org/W4391479301,https://openalex.org/W3211739027
107,https://openalex.org/W4391479301,https://openalex.org/W4214887011
108,https://openalex.org/W4391479301,https://openalex.org/W4306174501
109,https://openalex.org/W4391479301,https://openalex.org/W4313458849
110,https://openalex.org/W2953594546,https://openalex.org/W2912200271
111,https://openalex.org/W2997680695,https://openalex.org/W2916772745
112,https://openalex.org/W3024213409,https://openalex.org/W2959903407
113,https://openalex.org/W2996012742,https://openalex.org/W2912539592
114,https://openalex.org/W2981746872,https://openalex.org/W2904668855
115,https://openalex.org/W3094355325,https://openalex.org/W2944865547
116,https://openalex.org/W3007188039,https://openalex.org/W2946287558
117,https://openalex.org/W3007188039,https://openalex.org/W2987739430
118,https://openalex.org/W2959903407,https://openalex.org/W2912200271
119,https://openalex.org/W2999802832,https://openalex.org/W2949265864
120,https://openalex.org/W2999802832,https://openalex.org/W3100968477
121,https://openalex.org/W2999802832,https://openalex.org/W3104693082
122,https://openalex.org/W3009488696,https://openalex.org/W2908893700
123,https://openalex.org/W3096945879,https://openalex.org/W2969940692
124,https://openalex.org/W3096945879,https://openalex.org/W2994738938
125,https://openalex.org/W2932168008,https://openalex.org/W2932168008
126,https://openalex.org/W3019005275,https://openalex.org/W2946287558
127,https://openalex.org/W3019005275,https://openalex.org/W2989857225
128,https://openalex.org/W2957632528,https://openalex.org/W2957632528
129,https://openalex.org/W3103067313,https://openalex.org/W2907758696
130,https://openalex.org/W4200352309,https://openalex.org/W2902269458
131,https://openalex.org/W4200352309,https://openalex.org/W2908408131
132,https://openalex.org/W4200352309,https://openalex.org/W2916772745
133,https://openalex.org/W4200352309,https://openalex.org/W3006792783
134,https://openalex.org/W4200352309,https://openalex.org/W3017962821
135,https://openalex.org/W3006792783,https://openalex.org/W2911714071
136,https://openalex.org/W3006792783,https://openalex.org/W2916772745
137,https://openalex.org/W3006792783,https://openalex.org/W2920891929
138,https://openalex.org/W3006792783,https://openalex.org/W2980061684
139,https://openalex.org/W3100483583,https://openalex.org/W3100483583
140,https://openalex.org/W3154650405,https://openalex.org/W2909984890
141,https://openalex.org/W3005754778,https://openalex.org/W2915788039
142,https://openalex.org/W3005754778,https://openalex.org/W2945381569
143,https://openalex.org/W3008241583,https://openalex.org/W2932168008
144,https://openalex.org/W3181357462,https://openalex.org/W3006177262
145,https://openalex.org/W3018429123,https://openalex.org/W2963255299
146,https://openalex.org/W3095077405,https://openalex.org/W2902326815
147,https://openalex.org/W3095077405,https://openalex.org/W2979313052
148,https://openalex.org/W3159834390,https://openalex.org/W2981170861
149,https://openalex.org/W2954361333,https://openalex.org/W2902237058
150,https://openalex.org/W3140862400,https://openalex.org/W2986457312
151,https://openalex.org/W3140862400,https://openalex.org/W3006711793
152,https://openalex.org/W3140862400,https://openalex.org/W3088538572
153,https://openalex.org/W3140862400,https://openalex.org/W3099909056
